row_idx,product_id,shade_id,shade_name,brand_name,product_name,page_url,chip_url,center_url_used,image_file,status,error
164,P10062272,366897,05 Double snuggle (3 g),SEPHORA COLLECTION,ROUGE IS NOT MY NAME CLOUD MATTE - Rouge à lèvres mat floutant,https://www.sephora.fr/p/rouge-is-not-my-name-cloud-matte---rouge-a-levres-mat-floutant-P10062272.html,https://media.sephora.eu/content/dam/digital/pim/published/S/SEPHORA_COLLECTION/743518/366897-media_thumbnail.jpg?scaleWidth=53&scaleHeight=64&scaleMode=fit,https://media.sephora.eu/content/dam/digital/pim/published/S/SEPHORA_COLLECTION/743518/366897-media_swatch.jpeg?scaleWidth=900&scaleHeight=900&scaleMode=fit,data/_product_image_cache/P10062272__366897.avif,ok,
165,P10062272,366898,06 Dream weaver (3 g),SEPHORA COLLECTION,ROUGE IS NOT MY NAME CLOUD MATTE - Rouge à lèvres mat floutant,https://www.sephora.fr/p/rouge-is-not-my-name-cloud-matte---rouge-a-levres-mat-floutant-P10062272.html,https://media.sephora.eu/content/dam/digital/pim/published/S/SEPHORA_COLLECTION/743519/366898-media_thumbnail.jpg?scaleWidth=53&scaleHeight=64&scaleMode=fit,https://media.sephora.eu/content/dam/digital/pim/published/S/SEPHORA_COLLECTION/743519/366898-media_swatch.jpeg?scaleWidth=900&scaleHeight=900&scaleMode=fit,data/_product_image_cache/P10062272__366898.avif,ok,
166,P10062272,366899,07 Cushyyy (3 g),SEPHORA COLLECTION,ROUGE IS NOT MY NAME CLOUD MATTE - Rouge à lèvres mat floutant,https://www.sephora.fr/p/rouge-is-not-my-name-cloud-matte---rouge-a-levres-mat-floutant-P10062272.html,https://media.sephora.eu/content/dam/digital/pim/published/S/SEPHORA_COLLECTION/743520/366899-media_thumbnail.jpg?scaleWidth=53&scaleHeight=64&scaleMode=fit,https://media.sephora.eu/content/dam/digital/pim/published/S/SEPHORA_COLLECTION/743520/366899-media_swatch.jpeg?scaleWidth=900&scaleHeight=900&scaleMode=fit,data/_product_image_cache/P10062272__366899.avif,ok,
167,P10062272,366900,08 Snooze (3 g),SEPHORA COLLECTION,ROUGE IS NOT MY NAME CLOUD MATTE - Rouge à lèvres mat floutant,https://www.sephora.fr/p/rouge-is-not-my-name-cloud-matte---rouge-a-levres-mat-floutant-P10062272.html,https://media.sephora.eu/content/dam/digital/pim/published/S/SEPHORA_COLLECTION/743521/366900-media_thumbnail.jpg?scaleWidth=53&scaleHeight=64&scaleMode=fit,https://media.sephora.eu/content/dam/digital/pim/published/S/SEPHORA_COLLECTION/743521/366900-media_swatch.jpeg?scaleWidth=900&scaleHeight=900&scaleMode=fit,data/_product_image_cache/P10062272__366900.avif,ok,
168,P10062272,366902,09 Hush hush (3 g),SEPHORA COLLECTION,ROUGE IS NOT MY NAME CLOUD MATTE - Rouge à lèvres mat floutant,https://www.sephora.fr/p/rouge-is-not-my-name-cloud-matte---rouge-a-levres-mat-floutant-P10062272.html,https://media.sephora.eu/content/dam/digital/pim/published/S/SEPHORA_COLLECTION/743523/366902-media_thumbnail.jpg?scaleWidth=53&scaleHeight=64&scaleMode=fit,https://media.sephora.eu/content/dam/digital/pim/published/S/SEPHORA_COLLECTION/743523/366902-media_swatch.jpeg?scaleWidth=900&scaleHeight=900&scaleMode=fit,data/_product_image_cache/P10062272__366902.avif,ok,
169,P10062272,366901,10 Not a softy (3 g),SEPHORA COLLECTION,ROUGE IS NOT MY NAME CLOUD MATTE - Rouge à lèvres mat floutant,https://www.sephora.fr/p/rouge-is-not-my-name-cloud-matte---rouge-a-levres-mat-floutant-P10062272.html,https://media.sephora.eu/content/dam/digital/pim/published/S/SEPHORA_COLLECTION/743522/366901-media_thumbnail.jpg?scaleWidth=53&scaleHeight=64&scaleMode=fit,https://media.sephora.eu/content/dam/digital/pim/published/S/SEPHORA_COLLECTION/743522/366901-media_swatch.jpeg?scaleWidth=900&scaleHeight=900&scaleMode=fit,data/_product_image_cache/P10062272__366901.avif,ok,
170,P10061398,358352,01 Perfect line (2 g),SEPHORA COLLECTION,ROUGE IS NOT MY NAME NO TRANSFER - Rouge à lèvres mat sans transfert,https://www.sephora.fr/p/rouge-is-not-my-name-no-transfer---rouge-a-levres-mat-sans-transfert-P10061398.html,https://media.sephora.eu/content/dam/digital/pim/published/S/SEPHORA_COLLECTION/743554/358352-media_thumbnail.jpg?scaleWidth=53&scaleHeight=64&scaleMode=fit,https://media.sephora.eu/content/dam/digital/pim/published/S/SEPHORA_COLLECTION/743554/358352-media_swatch.jpeg?scaleWidth=900&scaleHeight=900&scaleMode=fit,data/_product_image_cache/P10061398__358352.avif,ok,
171,P10061398,358353,02 Keep it sleek (2 g),SEPHORA COLLECTION,ROUGE IS NOT MY NAME NO TRANSFER - Rouge à lèvres mat sans transfert,https://www.sephora.fr/p/rouge-is-not-my-name-no-transfer---rouge-a-levres-mat-sans-transfert-P10061398.html,https://media.sephora.eu/content/dam/digital/pim/published/S/SEPHORA_COLLECTION/743555/358353-media_thumbnail.jpg?scaleWidth=53&scaleHeight=64&scaleMode=fit,https://media.sephora.eu/content/dam/digital/pim/published/S/SEPHORA_COLLECTION/743555/358353-media_swatch.jpeg?scaleWidth=900&scaleHeight=900&scaleMode=fit,data/_product_image_cache/P10061398__358353.avif,ok,
172,P10061398,358354,03 Spot on (2 g),SEPHORA COLLECTION,ROUGE IS NOT MY NAME NO TRANSFER - Rouge à lèvres mat sans transfert,https://www.sephora.fr/p/rouge-is-not-my-name-no-transfer---rouge-a-levres-mat-sans-transfert-P10061398.html,https://media.sephora.eu/content/dam/digital/pim/published/S/SEPHORA_COLLECTION/743556/358354-media_thumbnail.jpg?scaleWidth=53&scaleHeight=64&scaleMode=fit,https://media.sephora.eu/content/dam/digital/pim/published/S/SEPHORA_COLLECTION/743556/358354-media_swatch.jpeg?scaleWidth=900&scaleHeight=900&scaleMode=fit,data/_product_image_cache/P10061398__358354.avif,ok,
173,P10061398,358355,04 Neat treat (2 g),SEPHORA COLLECTION,ROUGE IS NOT MY NAME NO TRANSFER - Rouge à lèvres mat sans transfert,https://www.sephora.fr/p/rouge-is-not-my-name-no-transfer---rouge-a-levres-mat-sans-transfert-P10061398.html,https://media.sephora.eu/content/dam/digital/pim/published/S/SEPHORA_COLLECTION/743557/358355-media_thumbnail.jpg?scaleWidth=53&scaleHeight=64&scaleMode=fit,https://media.sephora.eu/content/dam/digital/pim/published/S/SEPHORA_COLLECTION/743557/358355-media_swatch.jpeg?scaleWidth=900&scaleHeight=900&scaleMode=fit,data/_product_image_cache/P10061398__358355.avif,ok,
174,P10061398,358356,05 Strictly smooth (2 g),SEPHORA COLLECTION,ROUGE IS NOT MY NAME NO TRANSFER - Rouge à lèvres mat sans transfert,https://www.sephora.fr/p/rouge-is-not-my-name-no-transfer---rouge-a-levres-mat-sans-transfert-P10061398.html,https://media.sephora.eu/content/dam/digital/pim/published/S/SEPHORA_COLLECTION/743558/358356-media_thumbnail.jpg?scaleWidth=53&scaleHeight=64&scaleMode=fit,https://media.sephora.eu/content/dam/digital/pim/published/S/SEPHORA_COLLECTION/743558/358356-media_swatch.jpeg?scaleWidth=900&scaleHeight=900&scaleMode=fit,data/_product_image_cache/P10061398__358356.avif,ok,
175,P10061398,358357,06 Laser beam (2 g),SEPHORA COLLECTION,ROUGE IS NOT MY NAME NO TRANSFER - Rouge à lèvres mat sans transfert,https://www.sephora.fr/p/rouge-is-not-my-name-no-transfer---rouge-a-levres-mat-sans-transfert-P10061398.html,https://media.sephora.eu/content/dam/digital/pim/published/S/SEPHORA_COLLECTION/743559/358357-media_thumbnail.jpg?scaleWidth=53&scaleHeight=64&scaleMode=fit,https://media.sephora.eu/content/dam/digital/pim/published/S/SEPHORA_COLLECTION/743559/358357-media_swatch.jpeg?scaleWidth=900&scaleHeight=900&scaleMode=fit,data/_product_image_cache/P10061398__358357.avif,ok,
176,P10061398,358358,07 Pinpoint (2 g),SEPHORA COLLECTION,ROUGE IS NOT MY NAME NO TRANSFER - Rouge à lèvres mat sans transfert,https://www.sephora.fr/p/rouge-is-not-my-name-no-transfer---rouge-a-levres-mat-sans-transfert-P10061398.html,https://media.sephora.eu/content/dam/digital/pim/published/S/SEPHORA_COLLECTION/743560/358358-media_thumbnail.jpg?scaleWidth=53&scaleHeight=64&scaleMode=fit,https://media.sephora.eu/content/dam/digital/pim/published/S/SEPHORA_COLLECTION/743560/358358-media_swatch.jpeg?scaleWidth=900&scaleHeight=900&scaleMode=fit,data/_product_image_cache/P10061398__358358.avif,ok,
177,P10061398,358359,08 Clean cut (2 g),SEPHORA COLLECTION,ROUGE IS NOT MY NAME NO TRANSFER - Rouge à lèvres mat sans transfert,https://www.sephora.fr/p/rouge-is-not-my-name-no-transfer---rouge-a-levres-mat-sans-transfert-P10061398.html,https://media.sephora.eu/content/dam/digital/pim/published/S/SEPHORA_COLLECTION/743561/358359-media_thumbnail.jpg?scaleWidth=53&scaleHeight=64&scaleMode=fit,https://media.sephora.eu/content/dam/digital/pim/published/S/SEPHORA_COLLECTION/743561/358359-media_swatch.jpeg?scaleWidth=900&scaleHeight=900&scaleMode=fit,data/_product_image_cache/P10061398__358359.avif,ok,
178,P10061398,358360,09 Sharp move (2 g),SEPHORA COLLECTION,ROUGE IS NOT MY NAME NO TRANSFER - Rouge à lèvres mat sans transfert,https://www.sephora.fr/p/rouge-is-not-my-name-no-transfer---rouge-a-levres-mat-sans-transfert-P10061398.html,https://media.sephora.eu/content/dam/digital/pim/published/S/SEPHORA_COLLECTION/743562/358360-media_thumbnail.jpg?scaleWidth=53&scaleHeight=64&scaleMode=fit,https://media.sephora.eu/content/dam/digital/pim/published/S/SEPHORA_COLLECTION/743562/358360-media_swatch.jpeg?scaleWidth=900&scaleHeight=900&scaleMode=fit,data/_product_image_cache/P10061398__358360.avif,ok,
179,P10061398,358361,10 Crisp edge (2 g),SEPHORA COLLECTION,ROUGE IS NOT MY NAME NO TRANSFER - Rouge à lèvres mat sans transfert,https://www.sephora.fr/p/rouge-is-not-my-name-no-transfer---rouge-a-levres-mat-sans-transfert-P10061398.html,https://media.sephora.eu/content/dam/digital/pim/published/S/SEPHORA_COLLECTION/743563/358361-media_thumbnail.jpg?scaleWidth=53&scaleHeight=64&scaleMode=fit,https://media.sephora.eu/content/dam/digital/pim/published/S/SEPHORA_COLLECTION/743563/358361-media_swatch.jpeg?scaleWidth=900&scaleHeight=900&scaleMode=fit,data/_product_image_cache/P10061398__358361.avif,ok,
180,P10056588,344054,"602 Chili (3,50 g)",M.A.C,Macximal Silky Matte Lipstick - Rouge à Lèvres Mat Hydratant,https://www.sephora.fr/p/macximal-silky-matte-lipstick---rouge-a-levres-mat-P10056588.html,https://media.sephora.eu/content/dam/digital/pim/published/M/M.A.C/722661/344054-media_thumbnail.jpg?scaleWidth=53&scaleHeight=64&scaleMode=fit,https://media.sephora.eu/content/dam/digital/pim/published/M/M.A.C/722661/344054-media_swatch.jpg?scaleWidth=900&scaleHeight=900&scaleMode=fit,data/_product_image_cache/P10056588__344054.avif,ok,
181,P10056588,344056,"669 Warm Teddy (3,50 g)",M.A.C,Macximal Silky Matte Lipstick - Rouge à Lèvres Mat Hydratant,https://www.sephora.fr/p/macximal-silky-matte-lipstick---rouge-a-levres-mat-P10056588.html,https://media.sephora.eu/content/dam/digital/pim/published/M/M.A.C/722663/344056-media_thumbnail.jpg?scaleWidth=53&scaleHeight=64&scaleMode=fit,https://media.sephora.eu/content/dam/digital/pim/published/M/M.A.C/722663/344056-media_swatch.jpg?scaleWidth=900&scaleHeight=900&scaleMode=fit,data/_product_image_cache/P10056588__344056.avif,ok,
182,P10056588,344057,"646 Marrakesh (3,50 g)",M.A.C,Macximal Silky Matte Lipstick - Rouge à Lèvres Mat Hydratant,https://www.sephora.fr/p/macximal-silky-matte-lipstick---rouge-a-levres-mat-P10056588.html,https://media.sephora.eu/content/dam/digital/pim/published/M/M.A.C/722664/344057-media_thumbnail.jpg?scaleWidth=53&scaleHeight=64&scaleMode=fit,https://media.sephora.eu/content/dam/digital/pim/published/M/M.A.C/722664/344057-media_swatch.jpg?scaleWidth=900&scaleHeight=900&scaleMode=fit,data/_product_image_cache/P10056588__344057.avif,ok,
183,P10056588,344059,"616 Taupe (3,50 g)",M.A.C,Macximal Silky Matte Lipstick - Rouge à Lèvres Mat Hydratant,https://www.sephora.fr/p/macximal-silky-matte-lipstick---rouge-a-levres-mat-P10056588.html,https://media.sephora.eu/content/dam/digital/pim/published/M/M.A.C/722666/344059-media_thumbnail.jpg?scaleWidth=53&scaleHeight=64&scaleMode=fit,https://media.sephora.eu/content/dam/digital/pim/published/M/M.A.C/722666/344059-media_swatch.jpg?scaleWidth=900&scaleHeight=900&scaleMode=fit,data/_product_image_cache/P10056588__344059.avif,ok,
184,P10056588,344060,"674 No Coral-Ation (3,50 g)",M.A.C,Macximal Silky Matte Lipstick - Rouge à Lèvres Mat Hydratant,https://www.sephora.fr/p/macximal-silky-matte-lipstick---rouge-a-levres-mat-P10056588.html,https://media.sephora.eu/content/dam/digital/pim/published/M/M.A.C/722667/344060-media_thumbnail.jpg?scaleWidth=53&scaleHeight=64&scaleMode=fit,https://media.sephora.eu/content/dam/digital/pim/published/M/M.A.C/722667/344060-media_swatch.jpg?scaleWidth=900&scaleHeight=900&scaleMode=fit,data/_product_image_cache/P10056588__344060.avif,ok,
185,P10056588,344061,"675 Overstatement (3,50 g)",M.A.C,Macximal Silky Matte Lipstick - Rouge à Lèvres Mat Hydratant,https://www.sephora.fr/p/macximal-silky-matte-lipstick---rouge-a-levres-mat-P10056588.html,https://media.sephora.eu/content/dam/digital/pim/published/M/M.A.C/722668/344061-media_thumbnail.jpg?scaleWidth=53&scaleHeight=64&scaleMode=fit,https://media.sephora.eu/content/dam/digital/pim/published/M/M.A.C/722668/344061-media_swatch.jpg?scaleWidth=900&scaleHeight=900&scaleMode=fit,data/_product_image_cache/P10056588__344061.avif,ok,
186,P10056588,344062,"607 Lady Danger (3,50 g)",M.A.C,Macximal Silky Matte Lipstick - Rouge à Lèvres Mat Hydratant,https://www.sephora.fr/p/macximal-silky-matte-lipstick---rouge-a-levres-mat-P10056588.html,https://media.sephora.eu/content/dam/digital/pim/published/M/M.A.C/722669/344062-media_thumbnail.jpg?scaleWidth=53&scaleHeight=64&scaleMode=fit,https://media.sephora.eu/content/dam/digital/pim/published/M/M.A.C/722669/344062-media_swatch.jpg?scaleWidth=900&scaleHeight=900&scaleMode=fit,data/_product_image_cache/P10056588__344062.avif,ok,
187,P10056588,344063,"678 Caviar (3,50 g)",M.A.C,Macximal Silky Matte Lipstick - Rouge à Lèvres Mat Hydratant,https://www.sephora.fr/p/macximal-silky-matte-lipstick---rouge-a-levres-mat-P10056588.html,https://media.sephora.eu/content/dam/digital/pim/published/M/M.A.C/722670/344063-media_thumbnail.jpg?scaleWidth=53&scaleHeight=64&scaleMode=fit,https://media.sephora.eu/content/dam/digital/pim/published/M/M.A.C/722670/344063-media_swatch.jpg?scaleWidth=900&scaleHeight=900&scaleMode=fit,data/_product_image_cache/P10056588__344063.avif,ok,
188,P10056588,344067,"689 Captive Audience (3,50 g)",M.A.C,Macximal Silky Matte Lipstick - Rouge à Lèvres Mat Hydratant,https://www.sephora.fr/p/macximal-silky-matte-lipstick---rouge-a-levres-mat-P10056588.html,https://media.sephora.eu/content/dam/digital/pim/published/M/M.A.C/722674/344067-media_thumbnail.jpg?scaleWidth=53&scaleHeight=64&scaleMode=fit,https://media.sephora.eu/content/dam/digital/pim/published/M/M.A.C/722674/344067-media_swatch.jpg?scaleWidth=900&scaleHeight=900&scaleMode=fit,data/_product_image_cache/P10056588__344067.avif,ok,
189,P10056588,344068,"690 - Twig Twist (3,50 g)",M.A.C,Macximal Silky Matte Lipstick - Rouge à Lèvres Mat Hydratant,https://www.sephora.fr/p/macximal-silky-matte-lipstick---rouge-a-levres-mat-P10056588.html,https://media.sephora.eu/content/dam/digital/pim/published/M/M.A.C/722675/344068-media_thumbnail.jpg?scaleWidth=53&scaleHeight=64&scaleMode=fit,https://media.sephora.eu/content/dam/digital/pim/published/M/M.A.C/722675/344068-media_swatch.jpg?scaleWidth=900&scaleHeight=900&scaleMode=fit,data/_product_image_cache/P10056588__344068.avif,ok,
190,P10056588,344069,"692 Mixed Media (3,50 g)",M.A.C,Macximal Silky Matte Lipstick - Rouge à Lèvres Mat Hydratant,https://www.sephora.fr/p/macximal-silky-matte-lipstick---rouge-a-levres-mat-P10056588.html,https://media.sephora.eu/content/dam/digital/pim/published/M/M.A.C/722676/344069-media_thumbnail.jpg?scaleWidth=53&scaleHeight=64&scaleMode=fit,https://media.sephora.eu/content/dam/digital/pim/published/M/M.A.C/722676/344069-media_swatch.jpg?scaleWidth=900&scaleHeight=900&scaleMode=fit,data/_product_image_cache/P10056588__344069.avif,ok,
191,P10056588,344071,"683 Café Mocha (3,50 g)",M.A.C,Macximal Silky Matte Lipstick - Rouge à Lèvres Mat Hydratant,https://www.sephora.fr/p/macximal-silky-matte-lipstick---rouge-a-levres-mat-P10056588.html,https://media.sephora.eu/content/dam/digital/pim/published/M/M.A.C/722678/344071-media_thumbnail.jpg?scaleWidth=53&scaleHeight=64&scaleMode=fit,https://media.sephora.eu/content/dam/digital/pim/published/M/M.A.C/722678/344071-media_swatch.jpg?scaleWidth=900&scaleHeight=900&scaleMode=fit,data/_product_image_cache/P10056588__344071.avif,ok,
192,P10056588,344072,"605 Honeylove (3,50 g)",M.A.C,Macximal Silky Matte Lipstick - Rouge à Lèvres Mat Hydratant,https://www.sephora.fr/p/macximal-silky-matte-lipstick---rouge-a-levres-mat-P10056588.html,https://media.sephora.eu/content/dam/digital/pim/published/M/M.A.C/722679/344072-media_thumbnail.jpg?scaleWidth=53&scaleHeight=64&scaleMode=fit,https://media.sephora.eu/content/dam/digital/pim/published/M/M.A.C/722679/344072-media_swatch.jpg?scaleWidth=900&scaleHeight=900&scaleMode=fit,data/_product_image_cache/P10056588__344072.avif,ok,
193,P10056588,344073,"606 Kinda Sexy (3,50 g)",M.A.C,Macximal Silky Matte Lipstick - Rouge à Lèvres Mat Hydratant,https://www.sephora.fr/p/macximal-silky-matte-lipstick---rouge-a-levres-mat-P10056588.html,https://media.sephora.eu/content/dam/digital/pim/published/M/M.A.C/722680/344073-media_thumbnail.jpg?scaleWidth=53&scaleHeight=64&scaleMode=fit,https://media.sephora.eu/content/dam/digital/pim/published/M/M.A.C/722680/344073-media_swatch.jpg?scaleWidth=900&scaleHeight=900&scaleMode=fit,data/_product_image_cache/P10056588__344073.avif,ok,
194,P10056588,344074,"617 Velvet Teddy (3,50 g)",M.A.C,Macximal Silky Matte Lipstick - Rouge à Lèvres Mat Hydratant,https://www.sephora.fr/p/macximal-silky-matte-lipstick---rouge-a-levres-mat-P10056588.html,https://media.sephora.eu/content/dam/digital/pim/published/M/M.A.C/722681/344074-media_thumbnail.jpg?scaleWidth=53&scaleHeight=64&scaleMode=fit,https://media.sephora.eu/content/dam/digital/pim/published/M/M.A.C/722681/344074-media_swatch.jpg?scaleWidth=900&scaleHeight=900&scaleMode=fit,data/_product_image_cache/P10056588__344074.avif,ok,
195,P10056588,344075,"691 Ruby Woo (3,50 g)",M.A.C,Macximal Silky Matte Lipstick - Rouge à Lèvres Mat Hydratant,https://www.sephora.fr/p/macximal-silky-matte-lipstick---rouge-a-levres-mat-P10056588.html,https://media.sephora.eu/content/dam/digital/pim/published/M/M.A.C/722682/344075-media_thumbnail.jpg?scaleWidth=53&scaleHeight=64&scaleMode=fit,https://media.sephora.eu/content/dam/digital/pim/published/M/M.A.C/722682/344075-media_swatch.jpg?scaleWidth=900&scaleHeight=900&scaleMode=fit,data/_product_image_cache/P10056588__344075.avif,ok,
196,P10056588,344077,"608 Mehr (3,50 g)",M.A.C,Macximal Silky Matte Lipstick - Rouge à Lèvres Mat Hydratant,https://www.sephora.fr/p/macximal-silky-matte-lipstick---rouge-a-levres-mat-P10056588.html,https://media.sephora.eu/content/dam/digital/pim/published/M/M.A.C/722684/344077-media_thumbnail.jpg?scaleWidth=53&scaleHeight=64&scaleMode=fit,https://media.sephora.eu/content/dam/digital/pim/published/M/M.A.C/722684/344077-media_swatch.jpg?scaleWidth=900&scaleHeight=900&scaleMode=fit,data/_product_image_cache/P10056588__344077.avif,ok,
197,P10056588,344078,"601 Candy Yum Yum (3,50 g)",M.A.C,Macximal Silky Matte Lipstick - Rouge à Lèvres Mat Hydratant,https://www.sephora.fr/p/macximal-silky-matte-lipstick---rouge-a-levres-mat-P10056588.html,https://media.sephora.eu/content/dam/digital/pim/published/M/M.A.C/722685/344078-media_thumbnail.jpg?scaleWidth=53&scaleHeight=64&scaleMode=fit,https://media.sephora.eu/content/dam/digital/pim/published/M/M.A.C/722685/344078-media_swatch.jpg?scaleWidth=900&scaleHeight=900&scaleMode=fit,data/_product_image_cache/P10056588__344078.avif,ok,
198,P10056588,344081,614 - Smoked Purple - 3.50 g,M.A.C,Macximal Silky Matte Lipstick - Rouge à Lèvres Mat Hydratant,https://www.sephora.fr/p/macximal-silky-matte-lipstick---rouge-a-levres-mat-P10056588.html,https://media.sephora.eu/content/dam/digital/pim/published/M/M.A.C/722688/344081-media_thumbnail.jpg?scaleWidth=53&scaleHeight=64&scaleMode=fit,https://media.sephora.eu/content/dam/digital/pim/published/M/M.A.C/722688/344081-media_swatch.jpg?scaleWidth=900&scaleHeight=900&scaleMode=fit,data/_product_image_cache/P10056588__344081.avif,ok,
199,P10056588,344086,668 - Forever Curious - 3.50 g,M.A.C,Macximal Silky Matte Lipstick - Rouge à Lèvres Mat Hydratant,https://www.sephora.fr/p/macximal-silky-matte-lipstick---rouge-a-levres-mat-P10056588.html,https://media.sephora.eu/content/dam/digital/pim/published/M/M.A.C/722693/344086-media_thumbnail.jpg?scaleWidth=53&scaleHeight=64&scaleMode=fit,https://media.sephora.eu/content/dam/digital/pim/published/M/M.A.C/722693/344086-media_swatch.jpg?scaleWidth=900&scaleHeight=900&scaleMode=fit,data/_product_image_cache/P10056588__344086.avif,ok,
200,P10056588,344087,640 - Red Rock - 3.50 g,M.A.C,Macximal Silky Matte Lipstick - Rouge à Lèvres Mat Hydratant,https://www.sephora.fr/p/macximal-silky-matte-lipstick---rouge-a-levres-mat-P10056588.html,https://media.sephora.eu/content/dam/digital/pim/published/M/M.A.C/722694/344087-media_thumbnail.jpg?scaleWidth=53&scaleHeight=64&scaleMode=fit,https://media.sephora.eu/content/dam/digital/pim/published/M/M.A.C/722694/344087-media_swatch.jpg?scaleWidth=900&scaleHeight=900&scaleMode=fit,data/_product_image_cache/P10056588__344087.avif,ok,
201,P10056588,344088,"622 Antique Velvet (3,50 g)",M.A.C,Macximal Silky Matte Lipstick - Rouge à Lèvres Mat Hydratant,https://www.sephora.fr/p/macximal-silky-matte-lipstick---rouge-a-levres-mat-P10056588.html,https://media.sephora.eu/content/dam/digital/pim/published/M/M.A.C/722695/344088-media_thumbnail.jpg?scaleWidth=53&scaleHeight=64&scaleMode=fit,https://media.sephora.eu/content/dam/digital/pim/published/M/M.A.C/722695/344088-media_swatch.jpg?scaleWidth=900&scaleHeight=900&scaleMode=fit,data/_product_image_cache/P10056588__344088.avif,ok,
202,P10056588,344089,"630 D For Danger (3,50 g)",M.A.C,Macximal Silky Matte Lipstick - Rouge à Lèvres Mat Hydratant,https://www.sephora.fr/p/macximal-silky-matte-lipstick---rouge-a-levres-mat-P10056588.html,https://media.sephora.eu/content/dam/digital/pim/published/M/M.A.C/722696/344089-media_thumbnail.jpg?scaleWidth=53&scaleHeight=64&scaleMode=fit,https://media.sephora.eu/content/dam/digital/pim/published/M/M.A.C/722696/344089-media_swatch.jpg?scaleWidth=900&scaleHeight=900&scaleMode=fit,data/_product_image_cache/P10056588__344089.avif,ok,
203,P10056588,344090,"626 Whirl (3,50 g)",M.A.C,Macximal Silky Matte Lipstick - Rouge à Lèvres Mat Hydratant,https://www.sephora.fr/p/macximal-silky-matte-lipstick---rouge-a-levres-mat-P10056588.html,https://media.sephora.eu/content/dam/digital/pim/published/M/M.A.C/722697/344090-media_thumbnail.jpg?scaleWidth=53&scaleHeight=64&scaleMode=fit,https://media.sephora.eu/content/dam/digital/pim/published/M/M.A.C/722697/344090-media_swatch.jpg?scaleWidth=900&scaleHeight=900&scaleMode=fit,data/_product_image_cache/P10056588__344090.avif,ok,
204,P10056588,344091,648 - You Wouldn't Get It - 3.50 g,M.A.C,Macximal Silky Matte Lipstick - Rouge à Lèvres Mat Hydratant,https://www.sephora.fr/p/macximal-silky-matte-lipstick---rouge-a-levres-mat-P10056588.html,https://media.sephora.eu/content/dam/digital/pim/published/M/M.A.C/722698/344091-media_thumbnail.jpg?scaleWidth=53&scaleHeight=64&scaleMode=fit,https://media.sephora.eu/content/dam/digital/pim/published/M/M.A.C/722698/344091-media_swatch.jpg?scaleWidth=900&scaleHeight=900&scaleMode=fit,data/_product_image_cache/P10056588__344091.avif,ok,
205,P10056588,344092,650 - Soar - 3.50 g,M.A.C,Macximal Silky Matte Lipstick - Rouge à Lèvres Mat Hydratant,https://www.sephora.fr/p/macximal-silky-matte-lipstick---rouge-a-levres-mat-P10056588.html,https://media.sephora.eu/content/dam/digital/pim/published/M/M.A.C/722699/344092-media_thumbnail.jpg?scaleWidth=53&scaleHeight=64&scaleMode=fit,https://media.sephora.eu/content/dam/digital/pim/published/M/M.A.C/722699/344092-media_swatch.jpg?scaleWidth=900&scaleHeight=900&scaleMode=fit,data/_product_image_cache/P10056588__344092.avif,ok,
206,P1819012,100329,Black Honey ( 1.90g),CLINIQUE,Almost Lipstick™ - Baume à lèvres,https://www.sephora.fr/p/almost-lipstick---baume-a-levres-P1819012.html,https://media.sephora.eu/content/dam/digital/pim/published/C/CLINIQUE/235847/100329-media_thumbnail.jpg?scaleWidth=53&scaleHeight=64&scaleMode=fit,https://media.sephora.eu/content/dam/digital/pim/published/C/CLINIQUE/235847/100329-media_swatch.jpg?scaleWidth=900&scaleHeight=900&scaleMode=fit,data/_product_image_cache/P1819012__100329.avif,ok,
207,P1819012,337680,"Pink Honey (1,90 g)",CLINIQUE,Almost Lipstick™ - Baume à lèvres,https://www.sephora.fr/p/almost-lipstick---baume-a-levres-P1819012.html,https://media.sephora.eu/content/dam/digital/pim/published/C/CLINIQUE/622420/337680-media_thumbnail.jpg?scaleWidth=53&scaleHeight=64&scaleMode=fit,https://media.sephora.eu/content/dam/digital/pim/published/C/CLINIQUE/622420/337680-media_swatch.jpg?scaleWidth=900&scaleHeight=900&scaleMode=fit,data/_product_image_cache/P1819012__337680.avif,ok,
208,P1819012,378627,"Nude Honey (1,90 g)",CLINIQUE,Almost Lipstick™ - Baume à lèvres,https://www.sephora.fr/p/almost-lipstick---baume-a-levres-P1819012.html,https://media.sephora.eu/content/dam/digital/pim/published/C/CLINIQUE/774052/378627-media_thumbnail.jpg?scaleWidth=53&scaleHeight=64&scaleMode=fit,https://media.sephora.eu/content/dam/digital/pim/published/C/CLINIQUE/774052/378627-media_swatch.jpg?scaleWidth=900&scaleHeight=900&scaleMode=fit,data/_product_image_cache/P1819012__378627.avif,ok,
209,P3462067,329610,"Lost Cherry (3,5 g)",CHARLOTTE TILBURY,Matte Revolution - Rouge à lèvres,https://www.sephora.fr/p/matte-revolution---rouge-a-levres-P3462067.html,https://media.sephora.eu/content/dam/digital/pim/published/C/CHARLOTTE_TILBURY/442178/329610-media_thumbnail.jpg?scaleWidth=53&scaleHeight=64&scaleMode=fit,https://media.sephora.eu/content/dam/digital/pim/published/C/CHARLOTTE_TILBURY/442178/329610-media_swatch.jpg?scaleWidth=900&scaleHeight=900&scaleMode=fit,data/_product_image_cache/P3462067__329610.avif,ok,
