product_id,shade_id,brand_name,product_name,shade_name,url,chip_url,chip_rgb,chip_hex,r,g,b,L_lab,a_lab,b_lab,C_lab,H_lab_deg,hue_hsl_deg,sat_hsl,light_hsl,Y_rel,depth,warmth,sat_eff,colorfulness
P10025810,364541,CHARLOTTE TILBURY,Pillow Talk Duo Set - Set Pour Les Lèvres,"Pillow Talk Fair (1,5 g + 0,8 g)",https://www.sephora.fr/p/pillow-talk-duo-set---set-pour-les-levres-P10025810.html,https://media.sephora.eu/content/dam/digital/pim/published/C/CHARLOTTE_TILBURY/747819/364541-media_thumbnail.jpg?scaleWidth=53&scaleHeight=64&scaleMode=fit,"201,131,127",#c9837f,201,131,127,61.813565014340995,26.480323213804613,13.343475134843263,29.652248585591952,26.743604480123338,3.2432432432432323,0.4065934065934065,0.6431372549019607,0.30185054964235375,38.186434985659005,0.10331352794095672,0.4797045531787806,0.09427193236501473
P1000207675,364252,HUDA BEAUTY,Lip Contour Lip Stain - Crayon à lèvres,Rich Brown (1 ml),https://www.sephora.fr/p/lip-contour-lip-stain---crayon-a-levres-P1000207675.html,https://media.sephora.eu/content/dam/digital/pim/published/H/HUDA_BEAUTY/761741/364252-media_thumbnail.jpg?scaleWidth=53&scaleHeight=64&scaleMode=fit,"110,66,49",#6e4231,110,66,49,32.77512431649951,17.096888966101844,18.3399003680471,25.073004563257054,47.00893255322973,16.721311475409838,0.3836477987421384,0.31176470588235294,0.07433976557933805,67.2248756835005,9.791455884996179,0.7650010514417763,0.0691720686874781
P1000207675,364254,HUDA BEAUTY,Lip Contour Lip Stain - Crayon à lèvres,Rosewood (1 ml),https://www.sephora.fr/p/lip-contour-lip-stain---crayon-a-levres-P1000207675.html,https://media.sephora.eu/content/dam/digital/pim/published/H/HUDA_BEAUTY/761743/364254-media_thumbnail.jpg?scaleWidth=53&scaleHeight=64&scaleMode=fit,"217,114,125",#d9727d,217,114,125,60.13256068328678,41.26884400006953,12.435833176273302,43.10182631734036,16.769502160577815,353.59223300970876,0.5754189944134078,0.6490196078431373,0.28270750923938415,39.86743931671322,-8.198588823761462,0.7167801574982664,0.1302074469404662
P1000207675,364255,HUDA BEAUTY,Lip Contour Lip Stain - Crayon à lèvres,Baby Pink (1 ml),https://www.sephora.fr/p/lip-contour-lip-stain---crayon-a-levres-P1000207675.html,https://media.sephora.eu/content/dam/digital/pim/published/H/HUDA_BEAUTY/761744/364255-media_thumbnail.jpg?scaleWidth=53&scaleHeight=64&scaleMode=fit,"241,133,149",#f18595,241,133,149,67.76208011527235,42.82721192494354,9.99705987211037,43.97853211909858,13.139152751268114,351.11111111111114,0.7941176470588236,0.7333333333333334,0.37650295925676847,32.237919884727646,-11.4165460903614,0.649013903414494,0.1346943226481102
P1000207675,364253,HUDA BEAUTY,Lip Contour Lip Stain - Crayon à lèvres,Warm Brown (1 ml),https://www.sephora.fr/p/lip-contour-lip-stain---crayon-a-levres-P1000207675.html,https://media.sephora.eu/content/dam/digital/pim/published/H/HUDA_BEAUTY/761742/364253-media_thumbnail.jpg?scaleWidth=53&scaleHeight=64&scaleMode=fit,"155,71,51",#9b4733,155,71,51,40.761238297520144,33.52766863558926,28.55906522952587,44.042306603108216,40.424552273086704,11.53846153846154,0.5048543689320387,0.403921568627451,0.11716060794412451,59.238761702479856,11.795230911731242,1.080494814255623,0.12282713539894763
P1000207675,364251,HUDA BEAUTY,Lip Contour Lip Stain - Crayon à lèvres,Soft Nude (1 ml),https://www.sephora.fr/p/lip-contour-lip-stain---crayon-a-levres-P1000207675.html,https://media.sephora.eu/content/dam/digital/pim/published/H/HUDA_BEAUTY/761740/364251-media_thumbnail.jpg?scaleWidth=53&scaleHeight=64&scaleMode=fit,"175,115,80",#af7350,175,115,80,53.9810533444161,19.820953912853657,28.954967007395904,35.089319292554734,55.60663644987187,22.10526315789474,0.37254901960784315,0.5,0.21956719700801616,46.0189466555839,19.044490050969074,0.6500302813410076,0.10406944713502429
P1000207675,367863,HUDA BEAUTY,Lip Contour Lip Stain - Crayon à lèvres,Cinnamon (1 ml),https://www.sephora.fr/p/lip-contour-lip-stain---crayon-a-levres-P1000207675.html,https://media.sephora.eu/content/dam/digital/pim/published/H/HUDA_BEAUTY/761797/367863-media_thumbnail.jpg?scaleWidth=53&scaleHeight=64&scaleMode=fit,"170,81,80",#aa5150,170,81,80,45.65121769442851,36.387064193390884,17.960744920346983,40.5784031069203,26.271060450244363,0.6666666666666644,0.36,0.49019607843137253,0.15012430472951407,54.34878230557149,-0.23278717634845947,0.8888788767593526,0.11759557697117434
P1000207675,367862,HUDA BEAUTY,Lip Contour Lip Stain - Crayon à lèvres,Cherry Red (1 ml),https://www.sephora.fr/p/lip-contour-lip-stain---crayon-a-levres-P1000207675.html,https://media.sephora.eu/content/dam/digital/pim/published/H/HUDA_BEAUTY/761796/367862-media_thumbnail.jpg?scaleWidth=53&scaleHeight=64&scaleMode=fit,"186,68,69",#ba4445,186,68,69,45.64265100811468,47.64248077384931,25.054869153704384,53.82891827443543,27.739588655488546,359.49152542372883,0.4645669291338582,0.4980392156862745,0.15006173228510508,54.35734899188532,1.2336287667797308,1.1793556484014334,0.15468686977782212
P1000207675,367864,HUDA BEAUTY,Lip Contour Lip Stain - Crayon à lèvres,Toasty Brown (1 ml),https://www.sephora.fr/p/lip-contour-lip-stain---crayon-a-levres-P1000207675.html,https://media.sephora.eu/content/dam/digital/pim/published/H/HUDA_BEAUTY/761798/367864-media_thumbnail.jpg?scaleWidth=53&scaleHeight=64&scaleMode=fit,"156,93,64",#9c5d40,156,93,64,45.99985473311723,22.793377921220713,27.470209202598706,35.69524437084204,50.3158439098346,18.913043478260864,0.4181818181818182,0.43137254901960786,0.15268558878120841,54.00014526688277,16.073520241988348,0.7759860238241911,0.1027595035553124
P1000203314,352448,GUERLAIN,Rouge G - La Recharge - Le Rouge À Lèvres Soin Personnalisable,"Velvet - 510 Le Rouge Vibrant (3,5g)",https://www.sephora.fr/p/rouge-g---la-recharge---le-rouge-a-levres-soin-personnalisable-P1000203314.html,https://media.sephora.eu/content/dam/digital/pim/published/G/GUERLAIN/733309/352448-media_thumbnail.jpg?scaleWidth=53&scaleHeight=64&scaleMode=fit,"198,11,26",#c60b1a,198,11,26,41.72613534374885,65.43523622138747,45.77928501908004,79.85933305636196,34.97710252189802,355.18716577540107,0.8947368421052633,0.40980392156862744,0.12323767097272832,58.27386465625115,13.061666908386307,1.9138923937830248,0.23859812602773023
