product_id,shade_id,brand_name,product_name,shade_name,chip_hex,chip_rgb,r,g,b,L_lab,a_lab,b_lab,C_lab,H_lab_deg,cluster_id
P10024435,270658,DIOR,Dior Addict - Rouge à lèvres brillant rechargeable 90 % d'origine naturelle,"418 Beige Oblique (3,2 g)",#cb7f77,"203,127,119",203,127,119,60.96655458240764,28.49555838997769,16.754492822639833,33.05616247691975,30.45419016373336,25
P10024435,270672,DIOR,Dior Addict - Rouge à lèvres brillant rechargeable 90 % d'origine naturelle,"422 Rose des Vents (3,2 g)",#c96e6d,"201,110,109",201,110,109,56.758975638476414,35.75449948814219,16.66426490523907,39.44720469791925,24.989031874914247,1
P10024435,270671,DIOR,Dior Addict - Rouge à lèvres brillant rechargeable 90 % d'origine naturelle,"524 Diorette (3,2 g)",#c85945,"200,89,69",200,89,69,51.67556927011916,42.83338504247358,33.04506696265677,54.0987552977263,37.64944028577008,4
P10024435,270653,DIOR,Dior Addict - Rouge à lèvres brillant rechargeable 90 % d'origine naturelle,"525 Chérie (3,2 g)",#cc6a69,"204,106,105",204,106,105,56.256323795509815,38.57442230279329,18.36350898519932,42.7224123645158,25.456971745892588,1
P10024435,270652,DIOR,Dior Addict - Rouge à lèvres brillant rechargeable 90 % d'origine naturelle,"526 Mallow Rose (3,2 g)",#cd6168,"205,97,104",205,97,104,54.586487771074246,43.4112229437032,16.69055408547866,46.50923427823975,21.030531538972355,16
P10024435,270659,DIOR,Dior Addict - Rouge à lèvres brillant rechargeable 90 % d'origine naturelle,"527 Atelier (3,2 g)",#c87a72,"200,122,114",200,122,114,59.35759573357599,29.484266240150937,17.333593198224783,34.2019796047195,30.45097160708013,25
P10024435,270665,DIOR,Dior Addict - Rouge à lèvres brillant rechargeable 90 % d'origine naturelle,"536 Lucky (3,2 g)",#fb3d4e,"251,61,78",251,61,78,56.48943816740612,70.88306255955496,35.77707861439382,79.40030171228759,26.781622176530675,14
P10024435,270666,DIOR,Dior Addict - Rouge à lèvres brillant rechargeable 90 % d'origine naturelle,"558 Bois de Rose (3,2 g)",#ba5153,"186,81,83",186,81,83,48.19882435972114,42.59231478236059,20.00259943534712,47.05538505517346,25.1561259177812,1
P10024435,270667,DIOR,Dior Addict - Rouge à lèvres brillant rechargeable 90 % d'origine naturelle,"628 Pink Bow (3,2 g)",#b26467,"178,100,103",178,100,103,51.33706677956003,31.67243142578957,12.1909200298022,33.93761104724926,21.052032447023635,1
P10024435,270681,DIOR,Dior Addict - Rouge à lèvres brillant rechargeable 90 % d'origine naturelle,"667 Diormania (3,2 g)",#aa3f4e,"170,63,78",170,63,78,42.23663527631585,45.04025979234172,14.56520743480636,47.33677502513847,17.920271514349565,8
P10024435,270651,DIOR,Dior Addict - Rouge à lèvres brillant rechargeable 90 % d'origine naturelle,"716 Dior Cannage (3,2 g)",#b25f59,"178,95,89",178,95,89,49.945561523995366,32.90582753353088,18.56660062993565,37.78243169275908,29.433187321609523,1
P10024435,270660,DIOR,Dior Addict - Rouge à lèvres brillant rechargeable 90 % d'origine naturelle,"720 Icône (3,2 g)",#9d4238,"157,66,56",157,66,56,40.16736281115561,37.20647764191016,24.93830404627738,44.79108155897259,33.83267401736083,29
P10024435,270661,DIOR,Dior Addict - Rouge à lèvres brillant rechargeable 90 % d'origine naturelle,"727 Dior Tulle (3,2 g)",#aa4c47,"170,76,71",170,76,71,44.479009142791256,38.19444296352154,21.83165168271244,43.99359599406465,29.75195506300849,1
P10024435,270662,DIOR,Dior Addict - Rouge à lèvres brillant rechargeable 90 % d'origine naturelle,"740 Saddle (3,2 g)",#bd3e30,"189,62,48",189,62,48,44.91480958766477,50.11619318831961,36.566275523413296,62.03809575851879,36.11561020261127,12
P10024435,270663,DIOR,Dior Addict - Rouge à lèvres brillant rechargeable 90 % d'origine naturelle,"744 Diorama (3,2 g)",#ff6c5e,"255,108,94",255,108,94,63.998290109242106,55.07964516448271,36.13013934636522,65.87225729116236,33.26334172341103,14
P10024435,270674,DIOR,Dior Addict - Rouge à lèvres brillant rechargeable 90 % d'origine naturelle,"745 Re(d)volution (3,2 g)",#d71b21,"215,27,33",215,27,33,46.10396860499656,67.73131368507995,47.4186900806391,82.68048755583388,34.995863879068,27
P10024435,270675,DIOR,Dior Addict - Rouge à lèvres brillant rechargeable 90 % d'origine naturelle,"841 Caro (3,2 g)",#b71d21,"183,29,33",183,29,33,39.67994969205897,58.60412368000956,39.10041156376851,70.45058904479039,33.7110419537467,12
P10024435,270664,DIOR,Dior Addict - Rouge à lèvres brillant rechargeable 90 % d'origine naturelle,"976 Be Dior (3,2 g)",#c52130,"197,33,48",197,33,48,43.02628042766839,62.071515604547486,34.900294973409075,71.21027761971263,29.347281797107712,12
P10024435,312374,DIOR,Dior Addict - Rouge à lèvres brillant rechargeable 90 % d'origine naturelle,"521 Diorelita (3,2 g)",#be6c6e,"190,108,110",190,108,110,54.86646654502506,32.74163219299925,13.235404609801217,35.31558315880954,22.01041927872666,1
P10024435,312375,DIOR,Dior Addict - Rouge à lèvres brillant rechargeable 90 % d'origine naturelle,"566 Peony Pink (3,2 g)",#c2616b,"194,97,107",194,97,107,53.04048964074444,39.707971362135495,12.536966493627856,41.64010709110293,17.522428654817702,26
P10024435,312376,DIOR,Dior Addict - Rouge à lèvres brillant rechargeable 90 % d'origine naturelle,"652 Rose Dior (3,2 g)",#cb635d,"203,99,93",203,99,93,54.46352484067879,40.70540714272691,22.89566163997932,46.70269256250204,29.356545402905965,4
P10024435,312380,DIOR,Dior Addict - Rouge à lèvres brillant rechargeable 90 % d'origine naturelle,"822 Scarlet Silk (3,2 g)",#c43d28,"196,61,40",196,61,40,45.94788909771175,52.569860813242165,42.37884331416366,67.52448908781234,38.87379258415609,12
P10024435,312381,DIOR,Dior Addict - Rouge à lèvres brillant rechargeable 90 % d'origine naturelle,"845 Vinyl Red (3,2 g)",#c34b2b,"195,75,43",195,75,43,48.02260176079845,46.35500542563664,42.8643664052345,63.13588864768594,42.75948959573782,12
P10024435,348665,DIOR,Dior Addict - Rouge à lèvres brillant rechargeable 90 % d'origine naturelle,"546 Dolce Vita (3,2 g)",#fe5f54,"254,95,84",254,95,84,61.56939877865608,59.828072151009216,38.642894950534966,71.2226898359255,32.858378896687555,14
P10024435,348666,DIOR,Dior Addict - Rouge à lèvres brillant rechargeable 90 % d'origine naturelle,"616 Nude Mitzah (3,2 g)",#b5625a,"181,98,90",181,98,90,51.03617077354495,32.563072572522834,19.51677956247412,37.96390891167025,30.936496728187933,1
P10024435,348664,DIOR,Dior Addict - Rouge à lèvres brillant rechargeable 90 % d'origine naturelle,"362 Rose Bonheur (3,2 g)",#fb8886,"251,136,134",251,136,134,69.35830327539558,43.34597685291936,20.817530538670013,48.085790906069946,25.65331785885752,16
P10024435,367541,DIOR,Dior Addict - Rouge à lèvres brillant rechargeable 90 % d'origine naturelle,"120 Pink Callisto (3,2 g)",#cd777f,"205,119,127",205,119,127,59.6241320814606,34.47311515711582,10.3375262708995,35.98972239455739,16.692522215723613,26
P10024435,367526,DIOR,Dior Addict - Rouge à lèvres brillant rechargeable 90 % d'origine naturelle,"250 Dior Charm (3,2 g)",#cd7776,"205,119,118",205,119,118,59.41958824617375,33.453258931660734,15.227521118217457,36.755923775012064,24.47445728509797,1
P10024435,367525,DIOR,Dior Addict - Rouge à lèvres brillant rechargeable 90 % d'origine naturelle,"428 Dioract (3,2 g)",#bb6f66,"187,111,102",187,111,102,54.96455065446885,29.08394099905953,17.964293301508548,34.18466699939317,31.702403173513005,25
P10024435,367527,DIOR,Dior Addict - Rouge à lèvres brillant rechargeable 90 % d'origine naturelle,"786 D-Player (3,2 g)",#ae5452,"174,84,82",174,84,82,46.91009095668201,36.5294520520284,18.552269224626382,40.97056944447393,26.92471899283549,1
P10024435,367528,DIOR,Dior Addict - Rouge à lèvres brillant rechargeable 90 % d'origine naturelle,"871 D-Dream (3,2 g)",#a85e60,"168,94,96",168,94,96,48.48202785796954,30.276951025523523,12.173799701606905,32.632731460556506,21.90414342982785,1
P10024398,240622,SEPHORA COLLECTION,Rouge Is Not My Name - Rouge à lèvres satin,"01 Never ending - rose beige (3,50 g)",#ac5c57,"172,92,87",172,92,87,48.40501900226643,31.980225147161423,17.528521749639616,36.46894398239034,28.72736834794057,1
P10024398,240623,SEPHORA COLLECTION,Rouge Is Not My Name - Rouge à lèvres satin,"02 One more round - rose bleuté (3,50 g)",#9c4551,"156,69,81",156,69,81,41.08897369650295,37.4228682188612,10.758281345560938,38.93856293234891,16.038821501995187,5
P10024398,240624,SEPHORA COLLECTION,Rouge Is Not My Name - Rouge à lèvres satin,"03 Big hit - nude (3,50 g)",#9f604e,"159,96,78",159,96,78,47.35074791768309,23.622537426037148,21.1327046381834,31.695669732145177,41.81579173916663,17
P10024398,240625,SEPHORA COLLECTION,Rouge Is Not My Name - Rouge à lèvres satin,"04 Unconditional - rose (3,50 g)",#b06764,"176,103,100",176,103,100,51.67048804903554,28.916459710648155,14.384424105669735,32.29664532191092,26.44793936256412,1
P10024398,240626,SEPHORA COLLECTION,Rouge Is Not My Name - Rouge à lèvres satin,"05 Can't stop - rose corail (3,50 g)",#9a4343,"154,67,67",154,67,67,40.06720513398624,36.39563744167337,17.99372337756059,40.60069587795149,26.30743762391785,8
P10024398,240627,SEPHORA COLLECTION,Rouge Is Not My Name - Rouge à lèvres satin,"06 Full ignition - beige doux (3,50 g)",#aa6b57,"170,107,87",170,107,87,51.55513421682304,22.88648210385119,21.69867115822868,31.537650405869584,43.473921147528586,17
P10024398,242979,SEPHORA COLLECTION,Rouge Is Not My Name - Rouge à lèvres satin,"07 Push the limit - neutre rosé (3,50 g)",#975249,"151,82,73",151,82,73,42.90847046228002,27.706071025603407,18.024955459275603,33.05337185499613,33.04713522498071,11
P10024398,240628,SEPHORA COLLECTION,Rouge Is Not My Name - Rouge à lèvres satin,"08 Stronger than ever - brun (3,50 g)",#7f433c,"127,67,60",127,67,60,35.701166150305326,24.99276428409092,15.779901560024012,29.557461998692965,32.26744600498688,11
P10024398,240629,SEPHORA COLLECTION,Rouge Is Not My Name - Rouge à lèvres satin,"09 Undisciplined - nude ambré (3,50 g)",#a55442,"165,84,66",165,84,66,45.269789457667976,31.668054858378536,25.664608871495155,40.761965691562274,39.02220100170837,29
P10024398,240630,SEPHORA COLLECTION,Rouge Is Not My Name - Rouge à lèvres satin,"10 More is more - rouge jaune (3,50 g)",#871416,"135,20,22",135,20,22,28.670917353043407,46.50938356145124,31.141007381472303,55.97218148329672,33.8048391260549,0
P10024398,240631,SEPHORA COLLECTION,Rouge Is Not My Name - Rouge à lèvres satin,"11 Excessively good - rouge (3,50 g)",#a01929,"160,25,41",160,25,41,34.66374986595447,53.29759556435793,27.604954916983605,60.0222227921506,27.38144463732027,24
P10024398,240632,SEPHORA COLLECTION,Rouge Is Not My Name - Rouge à lèvres satin,"12 Not too much - bordeaux (3,50 g)",#582220,"88,34,32",88,34,32,21.29605346596864,24.793441427157724,13.81224334509974,28.3812051193418,29.121857077694244,28
P10024398,240633,SEPHORA COLLECTION,Rouge Is Not My Name - Rouge à lèvres satin,"13 Super bold - pourpre (3,50 g)",#4d2220,"77,34,32",77,34,32,19.33540955575312,20.05393057553906,10.869744207329536,22.810336925642165,28.45882744024243,28
P10024398,240634,SEPHORA COLLECTION,Rouge Is Not My Name - Rouge à lèvres satin,"14 Unlimited intensity - prune (3,50 g)",#5c2f3c,"92,47,60",92,47,60,25.66885478526181,22.16358659647663,0.9962542653267904,22.185966135841376,2.573715527627485,15
P10024398,240635,SEPHORA COLLECTION,Rouge Is Not My Name - Rouge à lèvres satin,"15 Explosive game - rose fuchsia (3,50 g)",#a22040,"162,32,64",162,32,64,36.15127851981954,53.251170679575296,14.91170174600176,55.29960241906782,15.64361728664187,3
P10024398,240636,SEPHORA COLLECTION,Rouge Is Not My Name - Rouge à lèvres satin,"16 Fierce fire - orange (3,50 g)",#ae1e21,"174,30,33",174,30,33,37.91413946187034,55.78494259747846,36.73634612008658,66.79460267760238,33.36630905222154,12
P10024398,240637,SEPHORA COLLECTION,Rouge Is Not My Name - Rouge à lèvres satin,"17 Extra pulse - rouge brique (3,50 g)",#8e2c2b,"142,44,43",142,44,43,33.41062773607222,41.24746509078317,23.996545437137417,47.719886518431466,30.189568429192093,21
P10024398,240638,SEPHORA COLLECTION,Rouge Is Not My Name - Rouge à lèvres satin,"18 Extreme power - bois de rose (3,50 g)",#8a4042,"138,64,66",138,64,66,36.86437379538857,31.711506807385824,13.87313170873876,34.61334204324815,23.628388169473737,8
P10024398,240639,SEPHORA COLLECTION,Rouge Is Not My Name - Rouge à lèvres satin,"19 Megawatt - orange rouille (3,50 g)",#862a1e,"134,42,30",134,42,30,31.392630817581697,38.6060518193776,29.200734690329988,48.40568296734909,37.10302763901768,0
P10024398,240640,SEPHORA COLLECTION,Rouge Is Not My Name - Rouge à lèvres satin,"20 Never enough - vieux rose (3,50 g)",#9e5c5c,"158,92,92",158,92,92,46.57550672020917,26.97990883032464,11.71493858523488,29.413521831777548,23.470954116641508,1
P10056358,338519,ANASTASIA BEVERLY HILLS,Lip Velvet - Rouge à lèvres,"Crush (3,5 g)",#e0a295,"224,162,149",224,162,149,72.13538206837863,21.26177328389356,15.862092426277762,26.52675968367544,36.724340161240775,19
P10056358,338518,ANASTASIA BEVERLY HILLS,Lip Velvet - Rouge à lèvres,"Kiss (3,5 g)",#e9a89e,"233,168,158",233,168,158,74.69907445762435,22.608310694739565,14.66434055164516,26.94770113171994,32.96849483470612,19
P10056358,338516,ANASTASIA BEVERLY HILLS,Lip Velvet - Rouge à lèvres,"Parchment (3,5 g)",#c76950,"199,105,80",199,105,80,54.89445862260344,35.06123038062425,30.776020854995203,46.65247405519143,41.27598999115128,17
P10056358,338517,ANASTASIA BEVERLY HILLS,Lip Velvet - Rouge à lèvres,"Peach Amber (3,5 g)",#ca735a,"202,115,90",202,115,90,57.61648890402142,31.73476196739772,28.69236524173726,42.78255415812203,42.11769482240476,10
P10056358,338520,ANASTASIA BEVERLY HILLS,Lip Velvet - Rouge à lèvres,"Peachy Nude (3,5 g)",#e2a79b,"226,167,155",226,167,155,73.65934594435738,20.10430969478572,14.737266689584771,24.927300250604752,36.2429134643109,19
P10056358,338521,ANASTASIA BEVERLY HILLS,Lip Velvet - Rouge à lèvres,"Pure Hollywood (3,5 g)",#da9c91,"218,156,145",218,156,145,69.98599294047638,21.68971087334648,14.967755856981867,26.35293670852604,34.60899573902776,19
P10056358,349872,ANASTASIA BEVERLY HILLS,Lip Velvet - Rouge à lèvres,"Pale Mauve (3,5 g)",#c47d81,"196,125,129",196,125,129,59.88012572400066,28.083126933539315,9.391639879119795,29.611905004311264,18.49111366175248,26
P10056358,349870,ANASTASIA BEVERLY HILLS,Lip Velvet - Rouge à lèvres,"Pink Sand (3,5 g)",#c37e68,"195,126,104",195,126,104,59.457998599721634,24.26914990676188,23.04910723478284,33.470180482294964,43.52302650810856,10
P10056358,349873,ANASTASIA BEVERLY HILLS,Lip Velvet - Rouge à lèvres,"Rosy Mauve (3,5 g)",#cf6b7a,"207,107,122",207,107,122,57.25938813483546,40.91023428916601,9.93006229083746,42.09814018094347,13.643435583009932,26
P10056358,349871,ANASTASIA BEVERLY HILLS,Lip Velvet - Rouge à lèvres,"Softy (3,5 g)",#d28475,"210,132,117",210,132,117,62.92051168321825,28.304948713126382,20.69808691292728,35.06538069817304,36.17626093892056,25
P10056358,354442,ANASTASIA BEVERLY HILLS,Lip Velvet - Rouge à lèvres,"Hush Rose (3,5 g)",#a16666,"161,102,102",161,102,102,49.54549515316703,23.76484400435385,9.947524586857924,25.76278432074873,22.71328475930801,1
P10056358,354443,ANASTASIA BEVERLY HILLS,Lip Velvet - Rouge à lèvres,"Pomegranate (3,5 g)",#602d30,"96,45,48",96,45,48,25.49584779118387,23.447960504822174,8.88898124173676,25.07630035215818,20.76141759700471,6
P10056358,354444,ANASTASIA BEVERLY HILLS,Lip Velvet - Rouge à lèvres,"Cool Brown (3,5 g)",#5e3c38,"94,60,56",94,60,56,29.15218955823846,14.421789484477475,8.633444227954667,16.8084612969715,30.906380077952463,28
P10056358,354445,ANASTASIA BEVERLY HILLS,Lip Velvet - Rouge à lèvres,"Blackberry (3,5 g)",#613940,"97,57,64",97,57,64,29.0009300640486,18.74596401383133,3.2507929534888347,19.02574102720606,9.83799264640868,6
P3169001,42906,FENTY BEAUTY,Stunna Lip Paint - Rouge à lèvres liquide longue tenue,Uncensored (4 ml),#910103,"145,1,3",145,1,3,29.53847557953264,52.48035092288633,41.80867501815643,67.09808149092726,38.54271562256349,0
P3169001,298234,FENTY BEAUTY,Stunna Lip Paint - Rouge à lèvres liquide longue tenue,Uncuffed (4 ml),#9a5f5f,"154,95,95",154,95,95,46.819542914094015,24.046513294423978,10.173050664459904,26.10987861788287,22.93114210742636,1
P3169001,111247,FENTY BEAUTY,Stunna Lip Paint - Rouge à lèvres liquide longue tenue,Unlocked (4 ml),#b81c4e,"184,28,78",184,28,78,40.53115209961998,61.2647837265895,12.648979283631355,62.55693728103639,11.665607340483575,3
P3169001,111249,FENTY BEAUTY,Stunna Lip Paint - Rouge à lèvres liquide longue tenue,Undefeated (4 ml),#533749,"83,55,73",83,55,73,26.884374403957672,15.733143729366766,-6.006215046146879,16.84061848001652,339.10536616910895,-1
P3169001,215488,FENTY BEAUTY,Stunna Lip Paint - Rouge à lèvres liquide longue tenue,Underdawg (4 ml),#4c141d,"76,20,29",76,20,29,16.134968604221008,27.081293888054525,8.654460632428817,28.43054989776736,17.722495889580443,6
P10062644,384146,DIOR,Rouge Dior On Stage - Rouge à lèvres brillant ultra longue tenue,"185 Ultimate Pink (2,20 g)",#e17d88,"225,125,136",225,125,136,63.7181907645339,39.72076988335099,11.335952912146618,41.30669907596743,15.928273054283636,26
P10062644,384149,DIOR,Rouge Dior On Stage - Rouge à lèvres brillant ultra longue tenue,"496 Berry Attitude (2,20 g)",#964147,"150,65,71",150,65,71,39.10716559010398,36.26426073576874,14.10775647465582,38.91176428099877,21.257351272442804,8
P10062644,384151,DIOR,Rouge Dior On Stage - Rouge à lèvres brillant ultra longue tenue,"565 Fearless Brown (2,20 g)",#9e4342,"158,67,66",158,67,66,40.70107581832913,37.82196233256169,19.56567371973854,42.58305323474331,27.35297080283169,8
P10062644,384145,DIOR,Rouge Dior On Stage - Rouge à lèvres brillant ultra longue tenue,"168 Copper Attraction (2,20 g)",#c0594e,"192,89,78",192,89,78,50.575238490992845,40.4507754157058,26.235913810341582,48.213985576755015,32.966984204886046,4
P10052216,306751,SEPHORA COLLECTION,Soft Matte & Easy - Rouge A Lèvres Mat Doux,"1 Less Is More (4,50 ml)",#884d3f,"136,77,63",136,77,63,39.41524558804317,23.333705299915408,19.08171590716244,30.14255604597852,39.27543450211658,11
P10052216,306752,SEPHORA COLLECTION,Soft Matte & Easy - Rouge A Lèvres Mat Doux,"2 Whatsoever (4,50 ml)",#7f3a34,"127,58,52",127,58,52,33.535991190199404,29.30153605911867,17.94915424866017,34.362074350452524,31.490261128687848,11
P10052216,306753,SEPHORA COLLECTION,Soft Matte & Easy - Rouge A Lèvres Mat Doux,"3 Simple As That (4,50 ml)",#72413b,"114,65,59",114,65,59,33.29586808816178,20.529446701524733,12.844367269320957,24.21643971396184,32.03239490031865,28
P10052216,306754,SEPHORA COLLECTION,Soft Matte & Easy - Rouge A Lèvres Mat Doux,"4 Laid Back (4,50 ml)",#874b4d,"135,75,77",135,75,77,39.105020075308296,25.57782884445648,10.004810672463794,27.464915164408485,21.363036071959755,5
P10052216,306755,SEPHORA COLLECTION,Soft Matte & Easy - Rouge A Lèvres Mat Doux,"5 Nevermind (4,50 ml)",#9f4a52,"159,74,82",159,74,82,42.58137954856867,36.0602851192055,12.281735668215976,38.09442470890356,18.80827696113448,5
P10052216,306756,SEPHORA COLLECTION,Soft Matte & Easy - Rouge A Lèvres Mat Doux,"6 What's The Matter? (4,50 ml)",#87283d,"135,40,61",135,40,61,31.82272684857664,41.83751110179224,10.09619440206755,43.0384766993086,13.567179491460422,8
P10052216,306757,SEPHORA COLLECTION,Soft Matte & Easy - Rouge A Lèvres Mat Doux,"7 Not My Problem (4,50 ml)",#7a292e,"122,41,46",122,41,46,29.214697759420524,35.61757240404345,16.00005433339602,39.04629563260646,24.19047388114905,21
P10052216,306759,SEPHORA COLLECTION,Soft Matte & Easy - Rouge A Lèvres Mat Doux,"9 Yes and? (4,50 ml)",#a12c2f,"161,44,47",161,44,47,37.08904517816048,47.89629112668356,26.80727013774592,54.88792613981795,29.23548075114985,24
P10052216,306760,SEPHORA COLLECTION,Soft Matte & Easy - Rouge A Lèvres Mat Doux,"10 No Brainer (4,50 ml)",#7d1f23,"125,31,35",125,31,35,28.014253477630906,40.28613121453839,21.77029517012464,45.79211853615593,28.386424045635067,21
P10052216,306761,SEPHORA COLLECTION,Soft Matte & Easy - Rouge A Lèvres Mat Doux,"11 Je Ne Sais Quoi (4,50 ml)",#8e313c,"142,49,60",142,49,60,34.54990883876886,40.19210003145121,14.671304783376204,42.78612028432699,20.05357692678251,8
P10052216,306762,SEPHORA COLLECTION,Soft Matte & Easy - Rouge A Lèvres Mat Doux,"12 No Drama (4,50 ml)",#5c2623,"92,38,35",92,38,35,22.942498221411824,24.485274352191723,14.064931256223012,28.2374034100938,29.874097066262777,28
P10052216,306765,SEPHORA COLLECTION,Soft Matte & Easy - Rouge A Lèvres Mat Doux,"15 No Big Deal (4,50 ml)",#6e2a45,"110,42,69",110,42,69,27.84924089999877,33.116369255232954,-1.4772057159499583,33.14929937986886,357.4459282175429,15
P10052215,309928,SEPHORA COLLECTION,Rouge Is Not My Name - Rouge A Lèvres Matte,"1 Out Of Your League (3,50 g)",#b2735f,"178,115,95",178,115,95,54.61078435233176,22.52273101916996,21.331374063400112,31.02097567766977,43.44386424938847,17
P10052215,309930,SEPHORA COLLECTION,Rouge Is Not My Name - Rouge A Lèvres Matte,"2 Too Good To Be True (3,50 g)",#a56652,"165,102,82",165,102,82,49.63308167796005,23.12653399464315,21.94489880937373,31.881266573946487,43.49822382165456,17
P10052215,309932,SEPHORA COLLECTION,Rouge Is Not My Name - Rouge A Lèvres Matte,"3 Now Or Never (3,50 g)",#ab6458,"171,100,88",171,100,88,50.07196336076423,27.30143014579578,19.15964205598817,33.353560105622265,35.06047272607361,17
P10052215,309934,SEPHORA COLLECTION,Rouge Is Not My Name - Rouge A Lèvres Matte,"4 Never Ashamed (3,50 g)",#8f4941,"143,73,65",143,73,65,39.56013802245258,28.694021251044504,18.23980553622404,34.00054943018808,32.44272128462785,11
P10052215,309936,SEPHORA COLLECTION,Rouge Is Not My Name - Rouge A Lèvres Matte,"5 High Standards (3,50 g)",#8b3e3d,"139,62,61",139,62,61,36.50407095879797,32.70688047016554,16.556970816652694,36.65887767939964,26.84957584138914,8
P10052215,309937,SEPHORA COLLECTION,Rouge Is Not My Name - Rouge A Lèvres Matte,"6 Power Move (3,50 g)",#8f5649,"143,86,73",143,86,73,42.729545666332015,22.119165521406305,17.589534950565987,28.26038257243789,38.49231452249848,11
P10052215,309939,SEPHORA COLLECTION,Rouge Is Not My Name - Rouge A Lèvres Matte,"7 Game Changer (3,50 g)",#5c2c1f,"92,44,31",92,44,31,24.245697394025093,20.647043131044818,18.353289830617967,27.6250545277632,41.63410143117494,28
P10052215,309941,SEPHORA COLLECTION,Rouge Is Not My Name - Rouge A Lèvres Matte,"8 Risk It All (3,50 g)",#472424,"71,36,36",71,36,36,18.92436834453123,16.56802579115452,7.368752735657546,18.13278785779015,23.97746248199656,6
P10052215,309944,SEPHORA COLLECTION,Rouge Is Not My Name - Rouge A Lèvres Matte,"9 Watch Me (3,50 g)",#6d2e48,"109,46,72",109,46,72,28.574375307029577,31.058618876859235,-2.418040616428252,31.15260385522683,355.54826890197523,15
P10052215,309947,SEPHORA COLLECTION,Rouge Is Not My Name - Rouge A Lèvres Matte,"10 On Blast (3,50 g)",#9f2849,"159,40,73",159,40,73,36.69052071856692,50.455693590120696,9.76515115599572,51.39197595694869,10.953551527421157,3
P10052215,309951,SEPHORA COLLECTION,Rouge Is Not My Name - Rouge A Lèvres Matte,"12 Try Harder (3,50 g)",#aa2d3a,"170,45,58",170,45,58,39.12367375858419,51.019461782525866,22.89569518595696,55.92135851914607,24.168823730804377,24
P10052215,309953,SEPHORA COLLECTION,Rouge Is Not My Name - Rouge A Lèvres Matte,"13 Put Some More (3,50 g)",#770f29,"119,15,41",119,15,41,25.029294525054496,43.90076636099791,13.73830295070675,46.000198424010335,17.376985589349204,6
P10052215,309955,SEPHORA COLLECTION,Rouge Is Not My Name - Rouge A Lèvres Matte,"14 Speechless (3,50 g)",#883938,"136,57,56",136,57,56,34.898039335373944,33.73226834212806,17.489269264070582,37.99658493728744,27.40551852600572,8
P10052215,309957,SEPHORA COLLECTION,Rouge Is Not My Name - Rouge A Lèvres Matte,"15 Better Than Yours (3,50 g)",#833c2b,"131,60,43",131,60,43,34.463107061494306,29.16083449339754,24.818774662102804,38.292634331938565,40.40109299559941,29
P10052215,309961,SEPHORA COLLECTION,Rouge Is Not My Name - Rouge A Lèvres Matte,"17 Break The Rules (3,50 g)",#7f1018,"127,16,24",127,16,24,26.591997690057774,45.1823268421449,27.257860576348047,52.76773277363769,31.101988248363057,0
P10052215,309963,SEPHORA COLLECTION,Rouge Is Not My Name - Rouge A Lèvres Matte,"18 Say It Louder (3,50 g)",#892728,"137,39,40",137,39,40,31.63390163025172,41.45133785104771,23.505232257290885,47.65196064288319,29.555667119904115,21
P10023791,269140,LANCÔME,L'Absolu Rouge - Rouge à Lèvres Satiné – Hydratation & Confort Longue Tenue,01 Universelle La Base Rôsy (3.4 g),#ffc3c3,"255,195,195",255,195,195,84.08727875356834,21.422734878341565,8.324406337100765,22.983239774515592,21.235037910952485,19
P10023791,269289,LANCÔME,L'Absolu Rouge - Rouge à Lèvres Satiné – Hydratation & Confort Longue Tenue,06 Rose Nu (3.4 g),#d6535f,"214,83,95",214,83,95,53.29045253742903,52.37653421838861,20.46675121085385,56.23334635122669,21.34366167834969,16
P10023791,269291,LANCÔME,L'Absolu Rouge - Rouge à Lèvres Satiné – Hydratation & Confort Longue Tenue,07 Bouquet Nocturne (3.4 g),#d03a38,"208,58,56",208,58,56,47.91270709995823,58.16453541492045,36.34372620421312,68.58556418402011,31.998930701862943,14
P10023791,269707,LANCÔME,L'Absolu Rouge - Rouge à Lèvres Satiné – Hydratation & Confort Longue Tenue,08 La Vie Est Belle (3.4 g),#e74b6e,"231,75,110",231,75,110,55.22852513888962,62.25404724124001,14.689892191125487,63.96373449464495,13.277037805329712,18
P10023791,269292,LANCÔME,L'Absolu Rouge - Rouge à Lèvres Satiné – Hydratation & Confort Longue Tenue,11 Rose Nature (3.4 g),#ca4d43,"202,77,67",202,77,67,49.8260101372901,49.066438045423375,32.02082096853689,58.59051389059889,33.12851856667481,4
P10023791,269141,LANCÔME,L'Absolu Rouge - Rouge à Lèvres Satiné – Hydratation & Confort Longue Tenue,132 Caprice De Rouge (3.4 g),#f80810,"248,8,16",248,8,16,52.03376914765316,77.9692207017284,61.72461947812131,99.44409498081676,38.36702751505754,27
P10023791,269295,LANCÔME,L'Absolu Rouge - Rouge à Lèvres Satiné – Hydratation & Confort Longue Tenue,143 Rouge Badaboum (3.4 g),#a21e22,"162,30,34",162,30,34,35.45514435239762,52.29022979520765,32.84704980467519,61.7510875443213,32.13572420229514,0
P10023791,269296,LANCÔME,L'Absolu Rouge - Rouge à Lèvres Satiné – Hydratation & Confort Longue Tenue,144 Red Oulala (3.4 g),#ef2b34,"239,43,52",239,43,52,52.21107930090844,71.34836212685042,44.94969737833896,84.32712536656538,32.21105950688633,27
